,Latitude,Longitude,Elevation,Time
2493,52.4787953496,-1.8915306777,117.9,2017-07-25 20:46:33
2494,52.4788751453,-1.8916601781,117.42,2017-07-25 20:46:45
2495,52.4788793363,-1.8916682247,120.3,2017-07-25 20:47:03
2496,52.4788462278,-1.8917773571,122.22,2017-07-25 20:47:15
2497,52.4788367562,-1.8918966316,120.78,2017-07-25 20:47:28
2498,52.4788287934,-1.8919884972,122.71,2017-07-25 20:47:41
2499,52.4788266979,-1.8920459133,126.07,2017-07-25 20:47:55
2500,52.4787814356,-1.8921973743,132.8,2017-07-25 20:48:06
2501,52.4787232652,-1.8922861386,136.64,2017-07-25 20:48:11
2502,52.4786944315,-1.892435085,139.05,2017-07-25 20:48:16
2503,52.4786530249,-1.8929147813,144.34,2017-07-25 20:48:29
2504,52.4787003826,-1.8930949923,142.89,2017-07-25 20:48:42
2505,52.4787121173,-1.8932162784,142.41,2017-07-25 20:48:47
2506,52.4786769971,-1.893290123,144.34,2017-07-25 20:48:58
2507,52.4786702916,-1.8933179509,145.78,2017-07-25 20:49:04
2508,52.4785785098,-1.8935538176,143.37,2017-07-25 20:49:16
2509,52.4785412941,-1.8937981501,145.3,2017-07-25 20:49:30
2510,52.4785048328,-1.8939900119,148.66,2017-07-25 20:49:46
2511,52.4783704709,-1.8942524493,165.0,2017-07-25 20:50:01
2512,52.4782520346,-1.8945044931,162.12,2017-07-25 20:50:15
2513,52.4783210177,-1.8946315628,158.27,2017-07-25 20:50:30
2514,52.478277348,-1.894810684,164.04,2017-07-25 20:50:44
2515,52.4781909306,-1.8950874545,177.98,2017-07-25 20:50:58
2516,52.4781539664,-1.8954011053,185.19,2017-07-25 20:51:12
2517,52.4780450854,-1.8956264108,191.44,2017-07-25 20:51:25
2518,52.4780306686,-1.8957041111,194.32,2017-07-25 20:51:37
2519,52.4780921079,-1.8958564941,215.95,2017-07-25 20:51:54
2520,52.4780780263,-1.8959415704,229.89,2017-07-25 20:52:08
2521,52.4780339375,-1.8960454222,242.87,2017-07-25 20:52:15
2522,52.4778692331,-1.8962676264,252.48,2017-07-25 20:52:29
2523,52.4777080491,-1.8964297324,256.81,2017-07-25 20:52:40
2524,52.4776472803,-1.8964075204,249.6,2017-07-25 20:52:54
2525,52.4776887707,-1.8963549659,244.79,2017-07-25 20:53:00
2526,52.47775767,-1.8962395471,242.87,2017-07-25 20:53:12
2527,52.477101367,-1.90197872,242.39,2017-07-25 21:00:36
2528,52.4771983456,-1.9019816536,242.39,2017-07-25 21:00:38
2529,52.4778376333,-1.9012897275,207.78,2017-07-25 21:00:48
2530,52.4781854823,-1.9026179239,173.17,2017-07-25 21:01:19
2531,52.4782195129,-1.9030888192,160.68,2017-07-25 21:01:32
2532,52.470167689,-1.9129423331,166.93,2017-07-25 21:03:54
2533,52.4683010392,-1.9147560094,190.0,2017-07-25 21:04:12
2534,52.4670998286,-1.9163372554,173.17,2017-07-25 21:04:27
2535,52.4663949106,-1.9183396082,163.08,2017-07-25 21:04:40
2536,52.4658214208,-1.9204526022,157.31,2017-07-25 21:04:53
2537,52.4649599288,-1.9236390665,154.91,2017-07-25 21:05:13
2538,52.4643305317,-1.9252072368,151.06,2017-07-25 21:05:25
2539,52.463330403,-1.9263307471,148.66,2017-07-25 21:05:41
2540,52.4622177891,-1.9268778339,149.14,2017-07-25 21:05:55
2541,52.4605624471,-1.9271935802,146.74,2017-07-25 21:06:10
2542,52.4587966315,-1.9274140242,146.74,2017-07-25 21:06:23
2543,52.4575232528,-1.9281020947,147.7,2017-07-25 21:06:32
2544,52.456278624,-1.9293966796,147.22,2017-07-25 21:06:42
2545,52.454435695,-1.9313780777,147.22,2017-07-25 21:06:58
2546,52.4536178727,-1.9323496241,147.22,2017-07-25 21:07:08
2547,52.4526020698,-1.9339519925,146.74,2017-07-25 21:07:23
2548,52.452061018,-1.9352117088,145.78,2017-07-25 21:07:36
2549,52.4515120033,-1.9361924753,143.85,2017-07-25 21:07:53
2550,52.4514785595,-1.9362529926,143.37,2017-07-25 21:08:05
2551,52.4514875282,-1.9362945668,142.41,2017-07-25 21:08:18
2552,52.4513723608,-1.9364502188,141.45,2017-07-25 21:08:32
2553,52.4513456225,-1.9364892785,140.49,2017-07-25 21:08:40
2554,52.451332882,-1.9365541544,139.53,2017-07-25 21:08:52
2555,52.4513223208,-1.9365724269,141.45,2017-07-25 21:09:07
2556,52.4512671679,-1.9365868438,144.34,2017-07-25 21:09:26
2557,52.4512637313,-1.9365910348,145.3,2017-07-25 21:09:31
2558,52.4511985201,-1.9371353555,158.27,2017-07-25 21:09:48
2559,52.4511549342,-1.9375499245,153.47,2017-07-25 21:10:03
2560,52.4511891324,-1.9376014732,153.47,2017-07-25 21:10:07
2561,52.4513067305,-1.937927613,151.06,2017-07-25 21:10:23
2562,52.4512840156,-1.9382538367,150.58,2017-07-25 21:10:38
2563,52.4513002764,-1.9386798888,150.1,2017-07-25 21:10:57
2564,52.4513201416,-1.9391062763,151.06,2017-07-25 21:11:17
2565,52.4513451196,-1.9394672848,152.51,2017-07-25 21:11:35
2566,52.4513717741,-1.9398287125,154.43,2017-07-25 21:11:53
2567,52.4513571057,-1.9401608035,157.31,2017-07-25 21:12:10
2568,52.4514105823,-1.9404762145,154.43,2017-07-25 21:12:27
2569,52.4514327943,-1.940823812,155.39,2017-07-25 21:12:43
2570,52.4514441099,-1.9410108123,153.95,2017-07-25 21:12:52
2571,52.4514689203,-1.9410650432,154.91,2017-07-25 21:12:56
2572,52.4516394082,-1.9412349444,160.2,2017-07-25 21:13:12
2573,52.4517449364,-1.9412700646,167.41,2017-07-25 21:13:23
2574,52.4519421626,-1.9411791209,170.77,2017-07-25 21:13:41
2575,52.4520501215,-1.941278195,171.25,2017-07-25 21:13:55
2576,52.452092031,-1.9413149916,180.87,2017-07-25 21:14:08
2577,52.4521376286,-1.9414632674,192.88,2017-07-25 21:14:22
2578,52.452284731,-1.9415676221,204.9,2017-07-25 21:14:38
2579,52.4523406383,-1.941534346,205.38,2017-07-25 21:14:45
2580,52.4526163191,-1.9414159935,207.78,2017-07-25 21:15:04
2581,52.4528800976,-1.9414014928,207.78,2017-07-25 21:15:21
2582,52.4531085044,-1.9414432347,205.38,2017-07-25 21:15:37
2583,52.4533084128,-1.9414997287,204.9,2017-07-25 21:15:53
2584,52.4535538349,-1.9415460806,199.13,2017-07-25 21:16:09
2585,52.4536073115,-1.9415337592,199.13,2017-07-25 21:16:13
2586,52.4536683317,-1.9415293168,198.65,2017-07-25 21:16:17
2587,52.4539145082,-1.9414646924,190.0,2017-07-25 21:16:35
2588,52.4541549012,-1.9413966313,185.19,2017-07-25 21:16:53
2589,52.4543579947,-1.9413162488,184.71,2017-07-25 21:17:10
2590,52.4545206036,-1.9412326813,183.27,2017-07-25 21:17:26
2591,52.4546807818,-1.941201333,184.71,2017-07-25 21:17:41
2592,52.4546936899,-1.9411972258,184.71,2017-07-25 21:17:42
2593,52.4548698775,-1.9411741756,184.23,2017-07-25 21:17:57
2594,52.4550232664,-1.9411332719,185.19,2017-07-25 21:18:12
2595,52.4552367534,-1.9410461839,186.63,2017-07-25 21:18:29
2596,52.4555143621,-1.9410444237,182.79,2017-07-25 21:18:46
2597,52.4557298608,-1.9409709144,181.35,2017-07-25 21:19:02
2598,52.4559223093,-1.9409129955,179.9,2017-07-25 21:19:18
2599,52.4559813179,-1.9409010932,179.42,2017-07-25 21:19:23
2600,52.4561824836,-1.9408547413,179.9,2017-07-25 21:19:40
2601,52.4563686457,-1.9407949783,179.42,2017-07-25 21:19:55
2602,52.4564147461,-1.9407943077,178.46,2017-07-25 21:19:58
2603,52.456593113,-1.9410109799,173.17,2017-07-25 21:20:14
2604,52.4567035865,-1.9413480163,172.21,2017-07-25 21:20:30
2605,52.4567598291,-1.9416228589,173.66,2017-07-25 21:20:45
2606,52.4568174966,-1.9420339912,170.29,2017-07-25 21:21:02
2607,52.4568179995,-1.9422509987,168.85,2017-07-25 21:21:12
2608,52.456862675,-1.9425188005,169.81,2017-07-25 21:21:26
2609,52.4568636809,-1.9425933994,170.77,2017-07-25 21:21:30
2610,52.4568730686,-1.9429033622,170.29,2017-07-25 21:21:46
2611,52.4568763375,-1.9432542287,172.21,2017-07-25 21:22:02
2612,52.4569013994,-1.943576429,169.33,2017-07-25 21:22:19
2613,52.4568882398,-1.9436802808,170.77,2017-07-25 21:22:24
2614,52.4569241982,-1.9438438956,169.81,2017-07-25 21:22:32
2615,52.4569769204,-1.944141034,169.81,2017-07-25 21:22:48
2616,52.4569713045,-1.9443623163,173.17,2017-07-25 21:23:01
2617,52.456974322,-1.9445450418,176.06,2017-07-25 21:23:11
2618,52.45708731,-1.9448898733,177.98,2017-07-25 21:23:28
2619,52.4572313949,-1.9449409191,175.58,2017-07-25 21:23:40
2620,52.457321668,-1.9449240714,176.06,2017-07-25 21:23:48
2621,52.4573645834,-1.9449046254,176.06,2017-07-25 21:23:52
2622,52.4575520866,-1.9448391628,175.1,2017-07-25 21:24:07
2623,52.4577190541,-1.9447540864,175.1,2017-07-25 21:24:22
2624,52.4578970857,-1.9446787331,175.58,2017-07-25 21:24:38
2625,52.4580609519,-1.9445666671,173.66,2017-07-25 21:24:52
2626,52.4581267498,-1.9445597939,173.66,2017-07-25 21:24:57
2627,52.4583117384,-1.9444515835,172.21,2017-07-25 21:25:13
2628,52.4584521353,-1.9443453848,171.73,2017-07-25 21:25:29
2629,52.4584015086,-1.9443142042,174.62,2017-07-25 21:25:43
2630,52.4584014248,-1.9443151262,174.62,2017-07-25 21:25:56
2631,52.4584103934,-1.9443139527,174.62,2017-07-25 21:26:14
2632,52.4583992455,-1.9442629907,174.62,2017-07-25 21:26:34
2633,52.4583957251,-1.9442556147,176.06,2017-07-25 21:26:52
2634,52.4583808053,-1.9442314748,176.06,2017-07-25 21:27:10
2635,52.4583753571,-1.9442272838,176.54,2017-07-25 21:27:40
2636,52.4583750218,-1.944222087,177.02,2017-07-25 21:28:13
2637,52.4583523907,-1.9441943429,174.62,2017-07-25 21:28:30
2638,52.4583514687,-1.9441833626,174.14,2017-07-25 21:28:57
2639,52.4583458528,-1.9441753998,172.69,2017-07-25 21:29:28
2640,52.4583424162,-1.9441681914,171.25,2017-07-25 21:29:56
2641,52.4583441764,-1.9441702869,170.29,2017-07-25 21:30:24
2642,52.4583493732,-1.9441702031,169.33,2017-07-25 21:31:03
2643,52.4583489541,-1.9441696163,168.85,2017-07-25 21:31:38
2644,52.4583513848,-1.9441669341,169.33,2017-07-25 21:32:09
2645,52.4583519716,-1.9441679399,169.81,2017-07-25 21:32:46
2646,52.4583436735,-1.9441747293,169.33,2017-07-25 21:33:19
2647,52.4583370518,-1.9441937562,169.33,2017-07-25 21:33:48
2648,52.4583287537,-1.944202641,168.85,2017-07-25 21:34:23
2649,52.4583264906,-1.9441925827,168.37,2017-07-25 21:34:50
2650,52.4583279993,-1.9441888947,166.93,2017-07-25 21:35:23
2651,52.4583300948,-1.9441958517,166.93,2017-07-25 21:35:44
2652,52.4583311006,-1.9441934209,166.93,2017-07-25 21:36:17
2653,52.4583354592,-1.9441953488,167.41,2017-07-25 21:36:39
2654,52.4583441764,-1.9441987015,168.37,2017-07-25 21:37:08
2655,52.4583499599,-1.9441904873,168.85,2017-07-25 21:37:34
2656,52.4583496246,-1.9441861287,168.85,2017-07-25 21:38:03
2657,52.4583507143,-1.9441885594,169.33,2017-07-25 21:38:24
2658,52.4583513848,-1.9441918284,169.81,2017-07-25 21:38:45
2659,52.4583514687,-1.944185961,170.29,2017-07-25 21:39:18
2660,52.4583483674,-1.9441748969,170.77,2017-07-25 21:39:42
2661,52.4583475292,-1.9441608153,170.77,2017-07-25 21:40:09
2662,52.4583425,-1.9441684429,171.25,2017-07-25 21:40:39
2663,52.4583402369,-1.9441820215,170.77,2017-07-25 21:41:09
2664,52.4583400693,-1.9441777468,171.25,2017-07-25 21:41:50
2665,52.4583432544,-1.9441764895,171.25,2017-07-25 21:42:21
2666,52.4583477806,-1.9441795908,171.73,2017-07-25 21:42:52
2667,52.4583463557,-1.9441799261,171.25,2017-07-25 21:43:21
2668,52.4583526421,-1.9441821892,171.73,2017-07-25 21:43:52
2669,52.4583502952,-1.9441842847,170.77,2017-07-25 21:44:21
2670,52.4583451822,-1.9441951811,170.77,2017-07-25 21:44:54
2671,52.4583399855,-1.9442134537,169.81,2017-07-25 21:45:37
2672,52.4583385605,-1.9442111906,170.29,2017-07-25 21:46:09
2673,52.4583357107,-1.9442096818,170.77,2017-07-25 21:46:45
2674,52.45833789,-1.9442018867,170.77,2017-07-25 21:47:21
2675,52.4583401531,-1.9441921636,171.25,2017-07-25 21:47:59
2676,52.4583357107,-1.9441795908,171.25,2017-07-25 21:48:33
2677,52.4583370518,-1.9441769924,170.77,2017-07-25 21:49:01
2678,52.4583352916,-1.9441749807,170.29,2017-07-25 21:49:33
2679,52.4583348725,-1.9441703707,170.29,2017-07-25 21:50:09
2680,52.4583357945,-1.9441699516,170.29,2017-07-25 21:50:38
2681,52.4583445117,-1.9441653416,170.77,2017-07-25 21:51:15
2682,52.458344344,-1.9441614859,170.77,2017-07-25 21:51:50
2683,52.4583465233,-1.9441562053,171.25,2017-07-25 21:52:19
2684,52.4583567493,-1.9441511761,171.73,2017-07-25 21:52:59
2685,52.4583724234,-1.9441494159,172.21,2017-07-25 21:53:34
2686,52.4583817273,-1.9441494998,172.69,2017-07-25 21:54:01
2687,52.4583860021,-1.94415126,171.73,2017-07-25 21:54:36
2688,52.4583932105,-1.9441487454,172.21,2017-07-25 21:55:07
2689,52.4584015924,-1.9441506732,171.73,2017-07-25 21:55:44
2690,52.4583982397,-1.9441531878,171.73,2017-07-25 21:56:17
2691,52.4583982397,-1.9441588037,171.25,2017-07-25 21:56:48
2692,52.4583890196,-1.94417255,171.25,2017-07-25 21:57:17
2693,52.458389774,-1.9441807643,171.73,2017-07-25 21:57:44
2694,52.4583913665,-1.944191074,171.73,2017-07-25 21:58:13
2695,52.4583882652,-1.9441996235,172.21,2017-07-25 21:58:45
2696,52.458382817,-1.9441983663,173.66,2017-07-25 21:59:22
2697,52.4583711661,-1.9441852067,174.14,2017-07-25 22:00:00
2698,52.4583696574,-1.9441773277,174.14,2017-07-25 22:00:33
2699,52.4583706632,-1.9441846199,175.1,2017-07-25 22:01:06
2700,52.4583729263,-1.9441849552,175.58,2017-07-25 22:01:32
2701,52.4583823141,-1.944185961,175.58,2017-07-25 22:02:02
2702,52.4583909474,-1.9441821892,176.06,2017-07-25 22:02:30
2703,52.4583927915,-1.944196187,176.06,2017-07-25 22:02:59
2704,52.4583956413,-1.9441999588,176.06,2017-07-25 22:03:23
2705,52.4583922047,-1.9442061614,175.58,2017-07-25 22:03:58
2706,52.4583834875,-1.9442167226,175.1,2017-07-25 22:04:38
2707,52.4583751056,-1.9442144595,174.62,2017-07-25 22:05:11
2708,52.4583713338,-1.9442251045,173.66,2017-07-25 22:05:43
2709,52.4583686516,-1.9442234281,173.66,2017-07-25 22:06:09
2710,52.4583646283,-1.9442227576,172.69,2017-07-25 22:06:41
2711,52.4583665561,-1.9442200754,171.73,2017-07-25 22:07:20
2712,52.4583658017,-1.9442186505,171.73,2017-07-25 22:07:44
2713,52.4583630357,-1.944211442,171.73,2017-07-25 22:08:17
2714,52.4583647121,-1.9442153815,172.21,2017-07-25 22:08:51
2715,52.4583682325,-1.9442170579,172.21,2017-07-25 22:09:15
2716,52.4583787099,-1.9442096818,174.14,2017-07-25 22:10:01
2717,52.4583848286,-1.9441880565,176.06,2017-07-25 22:10:53
2718,52.4583906122,-1.9441800937,177.02,2017-07-25 22:11:38
2719,52.4583907798,-1.9441805966,177.02,2017-07-25 22:12:13
2720,52.4583910313,-1.9441839494,177.02,2017-07-25 22:12:50
2721,52.4583859183,-1.9441795908,177.98,2017-07-25 22:13:25
2722,52.4583833199,-1.9441774953,177.98,2017-07-25 22:13:56
2723,52.4583868403,-1.9441818539,178.46,2017-07-25 22:14:28
2724,52.4583834875,-1.9441856258,177.98,2017-07-25 22:15:00
2725,52.4583711661,-1.9441942591,177.5,2017-07-25 22:15:33
2726,52.4583607726,-1.9441962708,177.02,2017-07-25 22:16:01
2727,52.458360102,-1.9441999588,177.02,2017-07-25 22:16:35
2728,52.4583622813,-1.944202641,177.5,2017-07-25 22:17:08
2729,52.4583667237,-1.9442098495,177.5,2017-07-25 22:17:35
2730,52.4583700765,-1.9442048203,177.98,2017-07-25 22:18:05
2731,52.4583765306,-1.9441877212,178.94,2017-07-25 22:18:40
2732,52.4583886843,-1.9441731367,179.42,2017-07-25 22:19:15
2733,52.458389774,-1.9441704545,179.42,2017-07-25 22:19:50
2734,52.4583871756,-1.9441677723,178.46,2017-07-25 22:20:29
2735,52.4583807215,-1.944175316,177.98,2017-07-25 22:20:59
2736,52.4583788775,-1.9441763218,176.54,2017-07-25 22:21:32
2737,52.4583782069,-1.9441772439,176.06,2017-07-25 22:22:04
2738,52.4583782069,-1.9441840332,175.58,2017-07-25 22:22:35
2739,52.4583793804,-1.9441926666,175.1,2017-07-25 22:23:10
2740,52.45837586,-1.944195265,174.62,2017-07-25 22:23:48
2741,52.4583739322,-1.9442051556,174.14,2017-07-25 22:24:33
2742,52.4583791289,-1.9441970252,173.66,2017-07-25 22:25:16
2743,52.458382817,-1.9441970252,173.17,2017-07-25 22:25:57
2744,52.4583844934,-1.9441842008,173.17,2017-07-25 22:26:43
2745,52.4583829008,-1.944186883,171.73,2017-07-25 22:27:27
2746,52.4583799671,-1.9441969413,171.73,2017-07-25 22:28:17
2747,52.4583803862,-1.9441948459,171.73,2017-07-25 22:28:58
2748,52.4583728425,-1.9441956002,171.73,2017-07-25 22:29:33
2749,52.4583667237,-1.9442107715,170.77,2017-07-25 22:30:12
2750,52.4583627004,-1.9442177285,170.77,2017-07-25 22:30:49
2751,52.4583611079,-1.944216555,170.77,2017-07-25 22:31:18
2752,52.4583678134,-1.944219321,171.25,2017-07-25 22:31:58
2753,52.4583636224,-1.9442109391,172.21,2017-07-25 22:32:26
2754,52.4583651312,-1.9442037307,172.21,2017-07-25 22:32:55
2755,52.4583601858,-1.9441957679,172.21,2017-07-25 22:33:28
2756,52.4583628681,-1.9441919122,172.21,2017-07-25 22:34:03
2757,52.4583639577,-1.944198031,171.73,2017-07-25 22:34:37
2758,52.4583663885,-1.9442033954,170.77,2017-07-25 22:35:05
2759,52.458363371,-1.9442036469,170.77,2017-07-25 22:35:42
2760,52.4583645444,-1.9441955164,171.25,2017-07-25 22:36:25
2761,52.4583658017,-1.9441885594,171.73,2017-07-25 22:36:58
2762,52.4583651312,-1.9441927504,171.73,2017-07-25 22:37:36
2763,52.4583660532,-1.9441997912,171.73,2017-07-25 22:38:12
2764,52.4583668076,-1.9442060776,171.73,2017-07-25 22:38:51
2765,52.458364293,-1.9441899844,171.73,2017-07-25 22:39:40
2766,52.4583706632,-1.9441884756,171.25,2017-07-25 22:40:17
2767,52.4583784584,-1.9441753998,171.25,2017-07-25 22:41:00
2768,52.4583814759,-1.9441861287,171.25,2017-07-25 22:41:42
2769,52.4583819788,-1.9441816863,171.25,2017-07-25 22:42:25
2770,52.4583823979,-1.9441856258,171.73,2017-07-25 22:43:12
2771,52.4583805539,-1.9441904873,172.21,2017-07-25 22:43:45
2772,52.4583790451,-1.9441935048,172.69,2017-07-25 22:44:22
2773,52.4583770335,-1.9441965222,172.69,2017-07-25 22:44:59
2774,52.4583735969,-1.9441986177,171.73,2017-07-25 22:45:42
2775,52.4583735131,-1.944198031,170.77,2017-07-25 22:46:28
2776,52.458370747,-1.9441988692,170.29,2017-07-25 22:47:09
2777,52.4583683163,-1.9441926666,171.25,2017-07-25 22:47:41
2778,52.4583631195,-1.9441923313,170.77,2017-07-25 22:48:15
2779,52.4583627842,-1.9441967737,170.77,2017-07-25 22:48:51
2780,52.458366137,-1.9441969413,171.73,2017-07-25 22:49:24
2781,52.458370747,-1.9442011323,172.21,2017-07-25 22:49:53
2782,52.4583710823,-1.9442046527,172.69,2017-07-25 22:50:22
2783,52.4583730102,-1.9442028925,173.17,2017-07-25 22:50:54
2784,52.4583689868,-1.9442055747,172.69,2017-07-25 22:51:26
2785,52.4583710823,-1.9442059938,172.69,2017-07-25 22:52:02
2786,52.4583762791,-1.9442054909,171.73,2017-07-25 22:52:29
2787,52.458378626,-1.9442064967,171.73,2017-07-25 22:53:01
2788,52.4583825655,-1.9442107715,171.73,2017-07-25 22:53:33
2789,52.4583901092,-1.9442085922,171.73,2017-07-25 22:54:01
2790,52.4583957251,-1.9442015514,171.73,2017-07-25 22:54:28
2791,52.4584035203,-1.9441941753,171.73,2017-07-25 22:55:02
2792,52.4584001675,-1.9441945944,171.25,2017-07-25 22:55:33
2793,52.4584017601,-1.9441958517,171.25,2017-07-25 22:56:04
2794,52.4583937135,-1.9442005455,171.25,2017-07-25 22:56:33
2795,52.4583945516,-1.9442007132,171.25,2017-07-25 22:57:02
2796,52.4583952222,-1.9441957679,171.25,2017-07-25 22:57:29
2797,52.4583885167,-1.9441887271,170.77,2017-07-25 22:58:08
2798,52.458384661,-1.9441951811,171.25,2017-07-25 22:58:43
2799,52.458380973,-1.9442023896,171.73,2017-07-25 22:59:30
2800,52.4583740998,-1.944186464,171.73,2017-07-25 23:00:13
2801,52.4583764467,-1.9441832788,172.21,2017-07-25 23:00:54
2802,52.4583763629,-1.9441867992,173.17,2017-07-25 23:01:25
2803,52.4583783746,-1.944191996,173.17,2017-07-25 23:02:04
2804,52.4583755247,-1.944190152,172.69,2017-07-25 23:02:38
2805,52.4583725072,-1.9441887271,172.69,2017-07-25 23:03:09
2806,52.458366137,-1.9441900682,172.21,2017-07-25 23:03:45
2807,52.4583700765,-1.9441883918,172.21,2017-07-25 23:04:20
2808,52.4583656341,-1.9441909902,171.25,2017-07-25 23:04:51
2809,52.4583621975,-1.9441849552,171.25,2017-07-25 23:05:31
2810,52.4583622813,-1.9441803452,170.77,2017-07-25 23:06:07
2811,52.4583663885,-1.9441714603,170.29,2017-07-25 23:06:41
2812,52.4583691545,-1.9441669341,170.29,2017-07-25 23:07:22
2813,52.458370747,-1.9441727176,170.29,2017-07-25 23:08:02
2814,52.458374938,-1.9441796746,170.29,2017-07-25 23:08:42
2815,52.4583725072,-1.9441824406,171.25,2017-07-25 23:09:14
2816,52.4583676457,-1.9441761542,171.25,2017-07-25 23:09:54
2817,52.4583654664,-1.9441718794,171.73,2017-07-25 23:10:32
2818,52.4583706632,-1.9441796746,171.73,2017-07-25 23:11:05
2819,52.4583787099,-1.9441801775,171.25,2017-07-25 23:11:45
2820,52.4583842419,-1.944182273,171.73,2017-07-25 23:12:19
2821,52.4583861697,-1.9441902358,171.25,2017-07-25 23:12:51
2822,52.4583823979,-1.9441959355,171.25,2017-07-25 23:13:24
2823,52.4583821464,-1.9441935048,171.25,2017-07-25 23:14:00
2824,52.4583870079,-1.9441999588,171.25,2017-07-25 23:14:37
2825,52.4583825655,-1.9441915769,171.25,2017-07-25 23:15:11
2826,52.4583839905,-1.9441867154,170.77,2017-07-25 23:15:44
2827,52.458383739,-1.9441872183,170.77,2017-07-25 23:16:32
2828,52.458379548,-1.9441940077,170.77,2017-07-25 23:17:09
2829,52.4583738483,-1.9441973604,171.73,2017-07-25 23:17:45
2830,52.4583658855,-1.9442023896,172.21,2017-07-25 23:18:22
2831,52.4583621137,-1.9441939238,171.73,2017-07-25 23:18:49
2832,52.458357336,-1.9441862963,171.25,2017-07-25 23:19:16
2833,52.4583577551,-1.9441862125,171.25,2017-07-25 23:19:44
2834,52.4583606049,-1.9441789202,172.21,2017-07-25 23:20:14
2835,52.458361527,-1.9441712089,172.69,2017-07-25 23:20:43
2836,52.4583644606,-1.9441721309,172.69,2017-07-25 23:21:06
2837,52.4583675619,-1.9441689458,172.21,2017-07-25 23:21:28
2838,52.4583649635,-1.9441525172,171.25,2017-07-25 23:22:02
2839,52.4583696574,-1.944147991,171.73,2017-07-25 23:22:40
2840,52.4583733454,-1.944149835,171.73,2017-07-25 23:23:11
2841,52.4583782908,-1.9441441353,171.25,2017-07-25 23:23:45
2842,52.458381895,-1.9441448059,171.25,2017-07-25 23:24:20
2843,52.4583847448,-1.9441524334,170.77,2017-07-25 23:24:49
2844,52.4583827332,-1.9441660121,171.25,2017-07-25 23:25:21
2845,52.4583801348,-1.944195265,171.25,2017-07-25 23:25:55
2846,52.4583766982,-1.9442002103,171.25,2017-07-25 23:26:28
2847,52.4583782908,-1.9442041498,171.25,2017-07-25 23:27:00
2848,52.4583801348,-1.9442052394,170.77,2017-07-25 23:27:34
2849,52.4583810568,-1.9441960193,170.29,2017-07-25 23:28:04
2850,52.4583823141,-1.9441896491,169.81,2017-07-25 23:28:29
2851,52.4583835714,-1.9441862125,170.29,2017-07-25 23:29:02
2852,52.4583852477,-1.9441798422,170.29,2017-07-25 23:29:37
2853,52.4583808053,-1.9441846199,171.25,2017-07-25 23:30:06
2854,52.4583827332,-1.9442005455,172.69,2017-07-25 23:30:36
2855,52.4583869241,-1.9442025572,173.17,2017-07-25 23:31:04
2856,52.4583908636,-1.9442041498,173.17,2017-07-25 23:31:35
2857,52.4583923724,-1.9441873021,173.17,2017-07-25 23:32:21
2858,52.4583891034,-1.9441899005,173.66,2017-07-25 23:32:49
2859,52.4583943002,-1.9441829436,173.66,2017-07-25 23:33:17
2860,52.4583964795,-1.9441805966,173.66,2017-07-25 23:33:52
2861,52.4583958089,-1.9441830274,173.66,2017-07-25 23:34:15
2862,52.4583944678,-1.9441824406,173.66,2017-07-25 23:34:43
2863,52.4583945516,-1.9441809319,173.17,2017-07-25 23:35:05
2864,52.4583891872,-1.9441794232,173.17,2017-07-25 23:35:45
2865,52.4583876785,-1.9441702031,173.17,2017-07-25 23:36:14
2866,52.4583929591,-1.9441788364,173.66,2017-07-25 23:36:49
2867,52.4583935458,-1.9441808481,173.66,2017-07-25 23:37:30
2868,52.458389774,-1.9441659283,172.69,2017-07-25 23:38:10
2869,52.4583952222,-1.94417716,172.21,2017-07-25 23:38:49
2870,52.4583928753,-1.9441905711,172.21,2017-07-25 23:39:26
2871,52.4583937973,-1.9441930857,172.21,2017-07-25 23:40:01
2872,52.4583943002,-1.944196187,171.73,2017-07-25 23:40:38
2873,52.4583972339,-1.9442004617,172.69,2017-07-25 23:41:11
2874,52.4583939649,-1.9441990368,172.21,2017-07-25 23:41:38
2875,52.4583927076,-1.9441837817,172.21,2017-07-25 23:42:05
2876,52.4583829008,-1.9441872183,172.69,2017-07-25 23:42:44
2877,52.4583766144,-1.944185039,173.66,2017-07-25 23:43:21
2878,52.4583741836,-1.9441809319,174.62,2017-07-25 23:43:49
2879,52.4583782908,-1.9441802613,175.1,2017-07-25 23:44:14
2880,52.4583832361,-1.944180429,175.1,2017-07-25 23:44:38
2881,52.4583848286,-1.9441814348,174.62,2017-07-25 23:45:01
2882,52.458384661,-1.9441790879,174.62,2017-07-25 23:45:24
2883,52.4583854992,-1.944178585,174.62,2017-07-25 23:45:46
2884,52.4583861697,-1.9441790879,174.62,2017-07-25 23:46:06
2885,52.4583844095,-1.9441790879,174.62,2017-07-25 23:46:28
2886,52.4583766982,-1.9441665988,174.62,2017-07-25 23:46:48
2887,52.4583678972,-1.9441663474,174.62,2017-07-25 23:47:13
2888,52.4583719205,-1.9441669341,173.66,2017-07-25 23:47:37
2889,52.4583730102,-1.9441714603,173.17,2017-07-25 23:48:00
2890,52.4583677296,-1.9441751484,173.17,2017-07-25 23:48:27
2891,52.4583680648,-1.9441783335,172.69,2017-07-25 23:49:05
2892,52.4583724234,-1.944182273,172.69,2017-07-25 23:49:36
2893,52.4583746865,-1.9441876374,172.21,2017-07-25 23:50:08
